ts,src_ip,src_port,dst_ip,dst_port,proto,duration,src_bytes,dst_bytes,type,label
1600000163,192.168.1.102,64365,10.0.0.1,80,tcp,0.1689,3391,1604,normal,0
1600000875,192.168.1.187,39605,10.0.0.9,502,tcp,1.1128,26054,6077,scanning,1
1600000918,192.168.1.60,23546,10.0.0.7,502,tcp,0.9093,2150,1773,normal,0
1600000953,192.168.1.74,27177,10.0.0.6,1883,tcp,0.1982,1555,793,normal,0
1600000772,192.168.1.54,61802,10.0.0.8,80,tcp,0.0672,1686,2596,normal,0
1600000053,192.168.1.165,30144,10.0.0.1,8883,tcp,0.1641,29973,68309,password,1
1600000838,192.168.1.163,19604,10.0.0.4,1883,tcp,0.2949,1695,883,normal,0
1600000064,192.168.1.112,16485,10.0.0.4,502,tcp,0.4433,2198,744,normal,0
1600000122,192.168.1.42,44893,10.0.0.1,502,tcp,0.0084,2296,1059,normal,0
1600000511,192.168.1.197,28965,10.0.0.1,8883,tcp,0.2385,47383,21317,password,1
1600000908,192.168.1.37,1848,10.0.0.7,8883,tcp,0.0431,1577,546,normal,0
1600000345,192.168.1.33,48037,10.0.0.8,80,tcp,1.3719,966,2215,normal,0
1600000831,192.168.1.117,3870,10.0.0.2,80,tcp,0.412,715,738,normal,0
1600000856,192.168.1.107,34888,10.0.0.5,1883,tcp,0.3694,114002,19727,scanning,1
1600000930,192.168.1.94,31687,10.0.0.1,1883,tcp,0.0959,2534,762,normal,0
1600000199,192.168.1.118,25015,10.0.0.5,1883,tcp,0.8732,424,310,normal,0
1600000886,192.168.1.72,20499,10.0.0.4,502,tcp,1.4605,31101,9818,ddos,1
1600000349,192.168.1.36,49900,10.0.0.4,1883,tcp,0.6644,723,569,normal,0
1600000402,192.168.1.193,45764,10.0.0.5,502,tcp,1.041,58698,19466,password,1
1600000212,192.168.1.105,32910,10.0.0.5,502,tcp,0.4172,2137,1039,normal,0
1600000263,192.168.1.121,42177,10.0.0.1,8883,tcp,1.9708,82464,42208,ddos,1
1600000366,192.168.1.131,61229,10.0.0.2,80,tcp,0.1829,800,1829,normal,0
1600000793,192.168.1.32,21211,10.0.0.2,1883,tcp,0.1381,39883,23635,ddos,1
1600000371,192.168.1.94,5801,10.0.0.8,8883,tcp,1.8017,30918,20863,scanning,1
1600000665,192.168.1.59,35298,10.0.0.8,80,tcp,0.0121,3483,431,normal,0
1600000945,192.168.1.155,18559,10.0.0.3,502,tcp,0.2406,1834,3009,normal,0
1600000216,192.168.1.110,27343,10.0.0.1,502,tcp,0.3482,1368,709,normal,0
1600000036,192.168.1.175,16820,10.0.0.6,8883,tcp,0.231,2975,1017,normal,0
1600000927,192.168.1.115,38457,10.0.0.2,8883,tcp,1.9944,1428,491,normal,0
1600000212,192.168.1.146,33774,10.0.0.5,502,tcp,0.1834,1322,2305,normal,0
1600000812,192.168.1.44,58707,10.0.0.2,8883,tcp,0.0498,434,100,normal,0
1600000960,192.168.1.30,30281,10.0.0.4,502,tcp,1.4387,63049,13883,ddos,1
1600000604,192.168.1.47,50550,10.0.0.8,1883,tcp,0.1687,2988,275,normal,0
1600000373,192.168.1.160,30166,10.0.0.7,1883,tcp,1.6439,123442,55467,backdoor,1
1600000485,192.168.1.184,33633,10.0.0.6,502,tcp,0.0749,3090,1573,normal,0
1600000991,192.168.1.11,35887,10.0.0.3,502,tcp,1.0956,124852,30759,password,1
1600000342,192.168.1.30,1480,10.0.0.2,502,tcp,0.7504,4218,359,normal,0
1600000493,192.168.1.35,10929,10.0.0.7,8883,tcp,1.5075,46491,29494,backdoor,1
1600000327,192.168.1.135,6556,10.0.0.8,502,tcp,0.3299,89455,70119,password,1
1600000403,192.168.1.90,18685,10.0.0.2,502,tcp,0.1584,3257,2729,normal,0
1600000443,192.168.1.173,18764,10.0.0.3,80,tcp,0.674,777,210,normal,0
1600000921,192.168.1.71,36170,10.0.0.7,80,tcp,0.3694,1408,1094,normal,0
1600000916,192.168.1.42,49531,10.0.0.1,1883,tcp,0.301,842,405,normal,0
1600000964,192.168.1.25,60948,10.0.0.8,502,tcp,0.3002,1330,694,normal,0
1600000343,192.168.1.74,27456,10.0.0.2,502,tcp,0.318,2260,1542,normal,0
1600000831,192.168.1.59,22971,10.0.0.2,8883,tcp,1.0551,4819,2943,normal,0
1600000843,192.168.1.15,30115,10.0.0.8,502,tcp,0.4386,1233,354,normal,0
1600000440,192.168.1.181,14199,10.0.0.5,1883,tcp,0.5477,4400,1414,normal,0
1600000631,192.168.1.104,37458,10.0.0.7,1883,tcp,0.8727,92211,70646,ddos,1
1600000689,192.168.1.90,62156,10.0.0.9,80,tcp,0.1559,2053,1181,normal,0
1600000122,192.168.1.185,29922,10.0.0.1,80,tcp,0.2077,378,336,normal,0
1600000827,192.168.1.170,54701,10.0.0.7,80,tcp,0.1327,2519,3195,normal,0
1600000568,192.168.1.36,36608,10.0.0.3,502,tcp,0.0474,12323,23711,scanning,1
1600000480,192.168.1.145,31545,10.0.0.5,502,tcp,0.3259,35048,78386,ddos,1
1600000209,192.168.1.181,16170,10.0.0.3,8883,tcp,0.248,1480,878,normal,0
1600000708,192.168.1.44,36647,10.0.0.6,80,tcp,0.5495,93235,24949,password,1
1600000186,192.168.1.119,4535,10.0.0.9,8883,tcp,0.3205,1785,1918,normal,0
1600000989,192.168.1.25,8222,10.0.0.7,8883,tcp,0.1056,1952,1869,normal,0
1600000284,192.168.1.171,19451,10.0.0.2,502,tcp,0.5259,42389,27286,password,1
1600000362,192.168.1.171,63028,10.0.0.1,502,tcp,0.8758,738,515,normal,0
1600000230,192.168.1.88,18851,10.0.0.8,502,tcp,1.2824,14828,30650,password,1
1600000134,192.168.1.67,22705,10.0.0.1,80,tcp,0.317,989,148,normal,0
1600000978,192.168.1.54,31685,10.0.0.8,1883,tcp,0.1654,843,504,normal,0
1600000176,192.168.1.147,47197,10.0.0.5,80,tcp,1.2755,2056,1430,normal,0
1600000689,192.168.1.100,48944,10.0.0.1,80,tcp,0.3392,1096,1539,normal,0
1600000433,192.168.1.187,19641,10.0.0.3,502,tcp,1.0479,7049,9623,ddos,1
1600000422,192.168.1.198,14357,10.0.0.3,80,tcp,1.174,2899,1900,normal,0
1600000982,192.168.1.13,65181,10.0.0.9,1883,tcp,0.5196,1111,795,normal,0
1600000376,192.168.1.51,49586,10.0.0.9,502,tcp,0.4426,31898,5922,password,1
1600000726,192.168.1.65,20098,10.0.0.3,502,tcp,0.2589,1045,443,normal,0
1600000034,192.168.1.160,29022,10.0.0.7,1883,tcp,0.2463,424,528,normal,0
1600000815,192.168.1.189,52146,10.0.0.8,8883,tcp,0.6882,124204,52571,scanning,1
1600000652,192.168.1.95,47586,10.0.0.3,502,tcp,0.1914,8648,10083,ddos,1
1600000999,192.168.1.18,3683,10.0.0.4,8883,tcp,0.0239,663,749,normal,0
1600000943,192.168.1.177,50756,10.0.0.9,80,tcp,0.1764,2903,1800,normal,0
1600000872,192.168.1.175,25642,10.0.0.3,502,tcp,1.3306,691,703,normal,0
1600000270,192.168.1.74,45782,10.0.0.5,80,tcp,0.061,1098,658,normal,0
1600000327,192.168.1.51,62830,10.0.0.6,502,tcp,0.047,1444,162,normal,0
1600000770,192.168.1.54,27391,10.0.0.8,8883,tcp,0.8533,49015,31170,ddos,1
1600000529,192.168.1.118,9694,10.0.0.5,8883,tcp,0.4882,2584,2036,normal,0
1600000865,192.168.1.138,53228,10.0.0.2,502,tcp,0.2205,1495,655,normal,0
1600000407,192.168.1.157,40818,10.0.0.6,8883,tcp,0.4033,596,517,normal,0
1600000288,192.168.1.106,43924,10.0.0.2,1883,tcp,0.5301,1473,491,normal,0
1600000028,192.168.1.156,31377,10.0.0.4,1883,tcp,0.2207,3883,1419,normal,0
1600000879,192.168.1.17,1216,10.0.0.9,1883,tcp,1.2467,2038,1037,normal,0
1600000689,192.168.1.22,28873,10.0.0.5,502,tcp,0.1711,1675,664,normal,0
1600000624,192.168.1.78,43602,10.0.0.7,8883,tcp,0.1386,241,916,normal,0
1600000869,192.168.1.37,53056,10.0.0.4,8883,tcp,0.4473,102888,63676,scanning,1
1600000224,192.168.1.92,43461,10.0.0.6,502,tcp,0.1111,3360,880,normal,0
1600000566,192.168.1.138,17906,10.0.0.5,80,tcp,1.5028,240,163,normal,0
1600000147,192.168.1.128,54994,10.0.0.9,8883,tcp,0.169,284,183,normal,0
1600000533,192.168.1.17,39614,10.0.0.3,502,tcp,0.658,762,3125,normal,0
1600000798,192.168.1.40,8813,10.0.0.9,8883,tcp,0.6197,1345,1665,normal,0
1600000758,192.168.1.185,1219,10.0.0.4,8883,tcp,0.1861,1825,2648,normal,0
1600000601,192.168.1.101,17494,10.0.0.7,80,tcp,1.856,46016,54182,scanning,1
1600000559,192.168.1.157,27938,10.0.0.4,502,tcp,1.5783,315,365,normal,0
1600000571,192.168.1.165,48916,10.0.0.2,1883,tcp,0.4359,1235,1116,normal,0
1600000739,192.168.1.60,12774,10.0.0.4,80,tcp,1.2901,21432,36421,backdoor,1
1600000504,192.168.1.173,62215,10.0.0.9,1883,tcp,1.201,69148,49792,password,1
1600000477,192.168.1.62,36117,10.0.0.8,80,tcp,0.6823,1275,3283,normal,0
1600000291,192.168.1.198,36613,10.0.0.1,8883,tcp,1.8139,73720,40882,backdoor,1
1600000239,192.168.1.11,62093,10.0.0.9,1883,tcp,0.0449,550,678,normal,0
1600000934,192.168.1.113,51662,10.0.0.2,1883,tcp,1.0908,10178,3326,ddos,1
1600000894,192.168.1.106,15325,10.0.0.9,80,tcp,0.2675,1201,2187,normal,0
1600000952,192.168.1.20,51379,10.0.0.8,8883,tcp,0.097,4293,2475,normal,0
1600000360,192.168.1.10,47648,10.0.0.2,80,tcp,1.3096,4000,489,normal,0
1600000855,192.168.1.49,48194,10.0.0.1,8883,tcp,0.1028,1387,3113,normal,0
1600000756,192.168.1.149,62565,10.0.0.8,502,tcp,1.2099,2876,1597,normal,0
1600000594,192.168.1.135,7168,10.0.0.4,8883,tcp,0.4582,2555,1547,normal,0
1600000902,192.168.1.193,47393,10.0.0.1,1883,tcp,0.047,2815,1634,normal,0
1600000283,192.168.1.148,13752,10.0.0.1,1883,tcp,1.6185,23191,23238,password,1
1600000492,192.168.1.112,52747,10.0.0.3,502,tcp,1.7011,477,861,normal,0
1600000640,192.168.1.32,25061,10.0.0.4,8883,tcp,0.718,859,2414,normal,0
1600000844,192.168.1.137,18427,10.0.0.4,80,tcp,0.5771,4635,935,normal,0
1600000873,192.168.1.194,44932,10.0.0.9,8883,tcp,0.6811,38586,16903,password,1
1600000957,192.168.1.111,56978,10.0.0.8,80,tcp,0.1581,499,275,normal,0
1600000519,192.168.1.179,45349,10.0.0.6,502,tcp,0.0062,792,1330,normal,0
1600000656,192.168.1.194,56660,10.0.0.1,502,tcp,0.8944,51663,54219,ddos,1
1600000505,192.168.1.65,2203,10.0.0.5,80,tcp,1.907,35461,22007,password,1
1600000234,192.168.1.146,37136,10.0.0.7,1883,tcp,0.1702,466,158,normal,0
1600000012,192.168.1.162,35944,10.0.0.6,502,tcp,1.9608,8738,6303,password,1
1600000291,192.168.1.87,53602,10.0.0.9,1883,tcp,0.1344,1899,2981,normal,0
1600000185,192.168.1.180,15243,10.0.0.7,502,tcp,1.4807,28821,73745,ddos,1
1600000228,192.168.1.180,26320,10.0.0.9,80,tcp,0.501,642,220,normal,0
1600000341,192.168.1.95,44186,10.0.0.6,1883,tcp,1.3823,19117,8466,ddos,1
1600000793,192.168.1.107,25830,10.0.0.9,80,tcp,0.7627,459,1452,normal,0
1600000815,192.168.1.94,40322,10.0.0.6,1883,tcp,0.1876,1417,842,normal,0
1600000935,192.168.1.152,62843,10.0.0.6,8883,tcp,0.1408,40436,36386,password,1
1600000257,192.168.1.189,11469,10.0.0.2,8883,tcp,0.448,690,1523,normal,0
1600000641,192.168.1.73,33577,10.0.0.5,502,tcp,1.2413,944,1360,normal,0
1600000420,192.168.1.152,47200,10.0.0.3,8883,tcp,0.4394,285,260,normal,0
1600000725,192.168.1.23,30071,10.0.0.2,1883,tcp,0.5373,1342,2056,normal,0
1600000530,192.168.1.99,36870,10.0.0.4,80,tcp,0.0461,3649,1278,normal,0
1600000327,192.168.1.85,32816,10.0.0.9,502,tcp,0.2172,1016,312,normal,0
1600000164,192.168.1.183,12410,10.0.0.9,80,tcp,0.2588,47121,31990,scanning,1
1600000406,192.168.1.32,31355,10.0.0.6,8883,tcp,0.1194,472,262,normal,0
1600000730,192.168.1.147,41552,10.0.0.1,8883,tcp,1.7906,2340,324,normal,0
1600000627,192.168.1.169,65059,10.0.0.5,502,tcp,0.8556,484,156,normal,0
1600000473,192.168.1.113,2692,10.0.0.7,1883,tcp,0.5887,40893,49379,ddos,1
1600000566,192.168.1.10,12094,10.0.0.8,80,tcp,2.6822,1665,1203,normal,0
1600000616,192.168.1.133,20048,10.0.0.3,1883,tcp,0.1684,78012,41440,password,1
1600000133,192.168.1.107,14566,10.0.0.3,80,tcp,0.3513,1339,612,normal,0
1600000465,192.168.1.107,29518,10.0.0.3,1883,tcp,0.7903,1112,949,normal,0
1600000788,192.168.1.192,48512,10.0.0.3,502,tcp,0.2704,249,152,normal,0
1600000989,192.168.1.188,44823,10.0.0.5,8883,tcp,0.0834,28912,28004,password,1
1600000930,192.168.1.181,61425,10.0.0.4,8883,tcp,0.3226,671,716,normal,0
1600000163,192.168.1.102,39965,10.0.0.4,1883,tcp,1.038,573,2405,normal,0
1600000989,192.168.1.110,42028,10.0.0.7,1883,tcp,1.7412,132282,21312,backdoor,1
1600000580,192.168.1.147,29096,10.0.0.2,1883,tcp,0.2703,1063,413,normal,0
1600000687,192.168.1.127,36344,10.0.0.2,502,tcp,0.0051,1399,1831,normal,0
1600000954,192.168.1.19,26172,10.0.0.2,1883,tcp,0.3639,1373,737,normal,0
1600000372,192.168.1.93,58289,10.0.0.3,502,tcp,0.1503,2215,1290,normal,0
1600000364,192.168.1.31,28929,10.0.0.7,80,tcp,0.7624,22080,2844,ddos,1
1600000886,192.168.1.39,48059,10.0.0.4,80,tcp,1.8117,12842,17125,scanning,1
1600000291,192.168.1.79,18245,10.0.0.6,502,tcp,0.2406,9753,5864,ddos,1
1600000233,192.168.1.66,36053,10.0.0.5,8883,tcp,0.3915,1934,902,normal,0
1600000274,192.168.1.98,60712,10.0.0.7,8883,tcp,0.7841,1554,919,normal,0
1600000092,192.168.1.56,60325,10.0.0.1,502,tcp,1.553,115658,17096,scanning,1
1600000249,192.168.1.80,52140,10.0.0.7,1883,tcp,0.3817,1487,2523,normal,0
1600000746,192.168.1.60,16012,10.0.0.8,8883,tcp,0.2479,730,307,normal,0
1600000666,192.168.1.121,41384,10.0.0.6,80,tcp,1.5668,717,1351,normal,0
1600000371,192.168.1.156,56760,10.0.0.7,1883,tcp,0.2931,494,1353,normal,0
1600000906,192.168.1.13,3881,10.0.0.6,80,tcp,0.2646,443,300,normal,0
1600000235,192.168.1.68,9939,10.0.0.4,8883,tcp,0.1048,292,270,normal,0
1600000099,192.168.1.51,16810,10.0.0.8,1883,tcp,0.2519,130,140,normal,0
1600000474,192.168.1.36,19346,10.0.0.8,80,tcp,1.7591,43028,27129,backdoor,1
1600000146,192.168.1.36,48924,10.0.0.3,80,tcp,1.6992,1445,486,normal,0
1600000193,192.168.1.88,31584,10.0.0.4,502,tcp,1.5549,2273,1581,normal,0
1600000435,192.168.1.131,56178,10.0.0.6,1883,tcp,0.1555,1990,786,normal,0
1600000077,192.168.1.109,8306,10.0.0.6,1883,tcp,1.7656,17671,7613,ddos,1
1600000683,192.168.1.109,46421,10.0.0.5,80,tcp,0.6162,26106,20718,ddos,1
1600000564,192.168.1.167,32240,10.0.0.8,8883,tcp,0.2717,1713,1976,normal,0
1600000192,192.168.1.113,51834,10.0.0.4,1883,tcp,1.5961,53659,25109,password,1
1600000678,192.168.1.11,36793,10.0.0.1,8883,tcp,0.0234,1085,324,normal,0
1600000747,192.168.1.169,1578,10.0.0.8,1883,tcp,0.1312,1588,636,normal,0
1600000518,192.168.1.107,32718,10.0.0.3,8883,tcp,0.1856,922,1264,normal,0
1600000585,192.168.1.29,28102,10.0.0.5,80,tcp,0.1341,1514,786,normal,0
1600000346,192.168.1.105,41128,10.0.0.1,80,tcp,1.6505,26440,17678,password,1
1600000404,192.168.1.119,13154,10.0.0.8,502,tcp,1.8264,15500,12087,scanning,1
1600000982,192.168.1.164,39791,10.0.0.4,1883,tcp,1.3179,94143,23931,scanning,1
1600000183,192.168.1.171,35201,10.0.0.1,1883,tcp,0.4713,3176,1127,normal,0
1600000475,192.168.1.111,33982,10.0.0.2,1883,tcp,0.0732,356,895,normal,0
1600000476,192.168.1.143,59683,10.0.0.7,8883,tcp,1.5039,98104,39785,password,1
1600000633,192.168.1.144,42626,10.0.0.3,8883,tcp,1.7596,881,2307,normal,0
1600000978,192.168.1.179,53238,10.0.0.1,1883,tcp,0.1037,106503,8055,backdoor,1
1600000466,192.168.1.192,63570,10.0.0.7,1883,tcp,1.6804,66458,62786,backdoor,1
1600000281,192.168.1.13,48267,10.0.0.8,8883,tcp,0.7609,3916,1578,normal,0
1600000789,192.168.1.182,25126,10.0.0.6,8883,tcp,0.5225,462,698,normal,0
1600000231,192.168.1.80,38964,10.0.0.4,8883,tcp,0.0916,1858,626,normal,0
1600000435,192.168.1.37,47747,10.0.0.2,502,tcp,1.6537,19079,47032,scanning,1
1600000821,192.168.1.89,2973,10.0.0.8,8883,tcp,0.2808,793,3286,normal,0
1600000053,192.168.1.68,23887,10.0.0.9,502,tcp,0.4889,895,232,normal,0
1600000656,192.168.1.95,57834,10.0.0.3,8883,tcp,3.648,2748,516,normal,0
1600000136,192.168.1.30,43785,10.0.0.8,502,tcp,0.206,2771,855,normal,0
1600000104,192.168.1.140,34728,10.0.0.5,1883,tcp,0.7637,803,183,normal,0
1600000825,192.168.1.68,42508,10.0.0.8,1883,tcp,1.6738,40960,27471,ddos,1
1600000487,192.168.1.89,9541,10.0.0.6,8883,tcp,0.2444,2071,643,normal,0
1600000357,192.168.1.53,1392,10.0.0.1,8883,tcp,0.1937,617,1832,normal,0
1600000171,192.168.1.151,41323,10.0.0.8,1883,tcp,0.7977,99401,47199,ddos,1
1600000255,192.168.1.198,10921,10.0.0.3,1883,tcp,1.2788,36868,44708,password,1
1600000587,192.168.1.119,53979,10.0.0.2,8883,tcp,0.5545,20084,31453,password,1
1600000556,192.168.1.93,40048,10.0.0.2,502,tcp,1.7528,1617,744,normal,0
1600000574,192.168.1.137,48372,10.0.0.9,80,tcp,0.3242,2424,2097,normal,0
1600000704,192.168.1.134,14684,10.0.0.9,502,tcp,0.156,782,2053,normal,0
1600000237,192.168.1.60,64434,10.0.0.5,502,tcp,2.2337,848,329,normal,0
1600000154,192.168.1.195,19551,10.0.0.5,80,tcp,0.2512,49603,43636,ddos,1
1600000583,192.168.1.51,31502,10.0.0.8,502,tcp,0.6837,3395,912,normal,0
1600000427,192.168.1.178,34303,10.0.0.7,502,tcp,0.5872,29332,16677,ddos,1
1600000215,192.168.1.185,51348,10.0.0.5,8883,tcp,0.0824,57058,25223,scanning,1
1600000464,192.168.1.135,22003,10.0.0.9,502,tcp,0.2484,2414,842,normal,0
1600000839,192.168.1.157,54846,10.0.0.5,8883,tcp,0.3197,1058,423,normal,0
1600000911,192.168.1.153,39923,10.0.0.2,80,tcp,1.2934,25133,11608,password,1
1600000079,192.168.1.121,58731,10.0.0.7,8883,tcp,0.3617,451,113,normal,0
1600000816,192.168.1.81,20177,10.0.0.7,8883,tcp,1.8574,14279,2512,password,1
1600000736,192.168.1.157,56347,10.0.0.8,502,tcp,0.3266,743,922,normal,0
1600000481,192.168.1.163,40488,10.0.0.8,1883,tcp,1.7251,67298,25542,ddos,1
1600000780,192.168.1.140,3210,10.0.0.8,80,tcp,0.7177,5484,1229,normal,0
1600000354,192.168.1.13,49579,10.0.0.3,1883,tcp,0.2499,9393,10726,ddos,1
1600000420,192.168.1.81,31597,10.0.0.6,8883,tcp,1.1938,4198,3419,normal,0
1600000088,192.168.1.177,22504,10.0.0.6,1883,tcp,1.5252,31889,22255,ddos,1
1600000233,192.168.1.117,45296,10.0.0.3,80,tcp,0.0522,2930,1727,normal,0
1600000445,192.168.1.82,61793,10.0.0.1,1883,tcp,1.4055,745,436,normal,0
1600000177,192.168.1.144,16480,10.0.0.8,8883,tcp,1.3925,636,1416,normal,0
1600000102,192.168.1.104,56894,10.0.0.4,1883,tcp,0.4757,550,871,normal,0
1600000810,192.168.1.55,31791,10.0.0.2,80,tcp,0.8888,4163,1855,normal,0
1600000838,192.168.1.199,9560,10.0.0.2,502,tcp,1.1992,44739,31726,password,1
1600000726,192.168.1.108,30120,10.0.0.2,8883,tcp,0.7916,541,177,normal,0
1600000086,192.168.1.178,48406,10.0.0.2,8883,tcp,1.2545,59301,28664,scanning,1
1600000516,192.168.1.121,20577,10.0.0.7,80,tcp,0.1173,3067,1486,normal,0
1600000999,192.168.1.173,55592,10.0.0.7,1883,tcp,0.7449,308,523,normal,0
1600000969,192.168.1.130,30752,10.0.0.5,502,tcp,0.0442,352,152,normal,0
1600000476,192.168.1.127,7454,10.0.0.9,8883,tcp,0.1843,940,1691,normal,0
1600000559,192.168.1.55,62918,10.0.0.3,8883,tcp,0.009,5262,1969,normal,0
1600000106,192.168.1.95,45213,10.0.0.9,502,tcp,0.9911,1179,750,normal,0
1600000463,192.168.1.194,61196,10.0.0.1,80,tcp,0.4952,56497,27276,scanning,1
1600000665,192.168.1.67,58682,10.0.0.5,80,tcp,1.6306,1164,933,normal,0
1600000212,192.168.1.29,54429,10.0.0.2,1883,tcp,0.6362,5185,2350,normal,0
1600000355,192.168.1.140,54907,10.0.0.8,502,tcp,1.0609,983,1074,normal,0
1600000641,192.168.1.81,21836,10.0.0.9,1883,tcp,0.5433,2299,1377,normal,0
1600000381,192.168.1.48,22330,10.0.0.2,1883,tcp,0.1611,824,939,normal,0
1600000326,192.168.1.18,18133,10.0.0.2,1883,tcp,1.633,63456,65566,scanning,1
1600000056,192.168.1.93,37951,10.0.0.8,502,tcp,1.4199,895,792,normal,0
1600000930,192.168.1.177,57765,10.0.0.1,1883,tcp,0.3234,3132,2004,normal,0
1600000548,192.168.1.162,39975,10.0.0.8,80,tcp,0.5991,547,388,normal,0
1600000734,192.168.1.39,46435,10.0.0.8,80,tcp,0.1249,2138,2018,normal,0
1600000650,192.168.1.41,37405,10.0.0.8,1883,tcp,1.1593,34698,32098,scanning,1
1600000543,192.168.1.177,14647,10.0.0.4,8883,tcp,0.2408,4400,3496,normal,0
1600000074,192.168.1.23,17929,10.0.0.9,8883,tcp,0.0975,96814,9852,password,1
1600000573,192.168.1.143,65452,10.0.0.5,1883,tcp,0.098,18027,4760,scanning,1
1600000360,192.168.1.184,15986,10.0.0.6,502,tcp,0.0724,352,650,normal,0
1600000017,192.168.1.40,53465,10.0.0.8,8883,tcp,0.599,17597,19802,ddos,1
1600000331,192.168.1.86,16693,10.0.0.6,502,tcp,0.8005,1195,1389,normal,0
1600000024,192.168.1.42,25465,10.0.0.8,8883,tcp,1.11,3888,1723,normal,0
1600000238,192.168.1.127,58964,10.0.0.5,80,tcp,0.3479,1180,317,normal,0
1600000164,192.168.1.23,60794,10.0.0.2,80,tcp,0.0817,2572,3229,normal,0
1600000125,192.168.1.31,41119,10.0.0.5,1883,tcp,0.8251,49967,34054,backdoor,1
1600000292,192.168.1.157,50707,10.0.0.3,1883,tcp,0.3282,2307,689,normal,0
1600000809,192.168.1.60,49090,10.0.0.8,8883,tcp,0.7912,1479,313,normal,0
1600000288,192.168.1.92,52383,10.0.0.5,1883,tcp,0.0298,115212,85509,scanning,1
1600000766,192.168.1.65,51793,10.0.0.4,8883,tcp,1.2873,827,456,normal,0
1600000569,192.168.1.72,63388,10.0.0.2,80,tcp,0.7253,1346,381,normal,0
1600000225,192.168.1.103,7389,10.0.0.2,8883,tcp,0.4878,4808,845,normal,0
1600000757,192.168.1.159,64309,10.0.0.6,502,tcp,0.1426,107524,15833,backdoor,1
1600000394,192.168.1.188,19453,10.0.0.1,1883,tcp,0.2339,2083,818,normal,0
1600000082,192.168.1.176,3770,10.0.0.8,80,tcp,0.279,4054,848,normal,0
1600000906,192.168.1.91,43607,10.0.0.9,1883,tcp,0.7709,2453,483,normal,0
1600000707,192.168.1.94,23884,10.0.0.9,1883,tcp,0.128,4455,1288,normal,0
1600000796,192.168.1.99,35183,10.0.0.3,8883,tcp,0.3385,1463,534,normal,0
1600000521,192.168.1.48,4635,10.0.0.3,80,tcp,0.6104,2463,2562,normal,0
1600000645,192.168.1.150,13363,10.0.0.1,80,tcp,0.7974,864,576,normal,0
1600000267,192.168.1.146,29869,10.0.0.6,502,tcp,0.4828,1311,864,normal,0
1600000851,192.168.1.192,38692,10.0.0.2,8883,tcp,1.8469,8660,29215,ddos,1
1600000295,192.168.1.21,13656,10.0.0.2,1883,tcp,0.1392,1356,1083,normal,0
1600000261,192.168.1.156,52576,10.0.0.5,502,tcp,0.3934,1857,699,normal,0
1600000251,192.168.1.19,51436,10.0.0.5,1883,tcp,1.6632,2301,517,normal,0
1600000250,192.168.1.174,62826,10.0.0.3,80,tcp,0.0559,3690,1070,normal,0
1600000778,192.168.1.32,56917,10.0.0.3,502,tcp,0.9055,133414,37181,scanning,1
1600000336,192.168.1.47,48967,10.0.0.2,80,tcp,0.1002,759,2511,normal,0
1600000799,192.168.1.190,43246,10.0.0.3,502,tcp,0.2181,1612,1880,normal,0
1600000607,192.168.1.138,40894,10.0.0.9,80,tcp,0.9935,1827,1788,normal,0
1600000515,192.168.1.74,60772,10.0.0.6,502,tcp,1.2208,224,42,normal,0
1600000999,192.168.1.45,40009,10.0.0.9,1883,tcp,1.7001,20273,14059,backdoor,1
1600000009,192.168.1.89,50624,10.0.0.7,502,tcp,0.8229,2584,1604,normal,0
1600000640,192.168.1.46,45745,10.0.0.6,502,tcp,0.337,524,857,normal,0
1600000510,192.168.1.167,63873,10.0.0.3,1883,tcp,0.0208,640,1806,normal,0
1600000411,192.168.1.192,27938,10.0.0.7,502,tcp,0.0825,132381,55968,scanning,1
1600000261,192.168.1.86,51033,10.0.0.9,502,tcp,0.5291,1995,867,normal,0
1600000351,192.168.1.116,20412,10.0.0.2,1883,tcp,0.7172,110,100,normal,0
1600000118,192.168.1.110,13499,10.0.0.3,1883,tcp,0.0926,16413,8028,backdoor,1
1600000775,192.168.1.173,59121,10.0.0.4,8883,tcp,0.361,3300,474,normal,0
1600000799,192.168.1.134,8182,10.0.0.6,80,tcp,0.7085,21503,24696,password,1
1600000596,192.168.1.190,59824,10.0.0.7,80,tcp,0.2108,60675,25110,backdoor,1
1600000945,192.168.1.33,39557,10.0.0.7,502,tcp,0.5643,89278,14140,password,1
1600000024,192.168.1.63,34736,10.0.0.3,80,tcp,1.5196,23841,46321,scanning,1
1600000460,192.168.1.89,22317,10.0.0.1,502,tcp,0.0914,323,609,normal,0
1600000608,192.168.1.139,9527,10.0.0.6,8883,tcp,1.1288,90214,13924,password,1
1600000454,192.168.1.167,38543,10.0.0.4,502,tcp,0.6529,16900,27502,scanning,1
1600000249,192.168.1.175,51065,10.0.0.9,80,tcp,0.0063,767,384,normal,0
1600000442,192.168.1.128,63464,10.0.0.6,502,tcp,0.8396,53252,61195,password,1
1600000373,192.168.1.98,31986,10.0.0.8,1883,tcp,1.5435,31493,65769,password,1
1600000309,192.168.1.84,46089,10.0.0.9,1883,tcp,0.0208,937,2070,normal,0
1600000687,192.168.1.49,19228,10.0.0.4,1883,tcp,2.8642,2464,897,normal,0
1600000471,192.168.1.18,38472,10.0.0.6,80,tcp,0.0244,4050,1219,normal,0
1600000311,192.168.1.49,47613,10.0.0.3,502,tcp,0.147,3534,992,normal,0
