srcip,sport,dstip,dsport,proto,dur,sbytes,dbytes,Spkts,Dpkts,attack_cat,label
10.40.0.139,31086,149.171.126.6,80,tcp,0.8014,2756,6779,26,4,Normal,0
10.40.0.46,32413,149.171.126.4,443,tcp,1.224,3949,3580,19,3,Normal,0
10.40.0.180,13667,149.171.126.9,25,udp,0.852,1790,2967,3,11,Normal,0
175.45.179.53,46089,149.171.126.4,443,udp,1.3928,1978,928,6,6,Fuzzers,1
175.45.179.29,59037,149.171.126.4,443,udp,1.6621,934,901,6,2,Fuzzers,1
175.45.176.70,57865,149.171.126.1,80,tcp,0.8609,13102,89,168,3,DoS,1
10.40.0.224,24368,149.171.126.5,25,tcp,1.0749,1207,5297,8,25,Normal,0
10.40.0.56,28023,149.171.126.1,21,tcp,1.1102,3068,2039,24,7,Normal,0
10.40.0.89,22512,149.171.126.4,80,tcp,0.0788,1854,5268,9,4,Normal,0
10.40.0.19,32416,149.171.126.8,25,tcp,3.2738,366,4867,22,21,Normal,0
10.40.0.92,8685,149.171.126.5,80,tcp,1.2185,1733,7485,7,24,Normal,0
10.40.0.95,41942,149.171.126.1,53,tcp,0.8185,3240,1193,18,11,Normal,0
10.40.0.192,32578,149.171.126.1,53,tcp,0.4207,101,5868,20,22,Normal,0
175.45.176.165,51692,149.171.126.1,80,tcp,0.9998,10325,396,54,0,DoS,1
10.40.0.59,62088,149.171.126.6,443,tcp,1.0355,3999,7915,2,21,Normal,0
10.40.0.163,27892,149.171.126.6,53,tcp,0.2493,2090,1989,8,27,Normal,0
10.40.0.61,13749,149.171.126.9,53,tcp,2.1628,3923,4538,29,24,Normal,0
175.45.178.105,8919,149.171.126.3,443,tcp,2.3324,5281,3317,59,57,Exploits,1
10.40.0.37,36282,149.171.126.5,25,tcp,1.3247,974,4252,4,23,Normal,0
10.40.0.100,62743,149.171.126.7,21,tcp,2.6643,507,2611,15,8,Normal,0
175.45.177.172,20809,149.171.126.2,31427,tcp,0.022,78,0,1,0,Reconnaissance,1
10.40.0.164,29001,149.171.126.2,21,tcp,0.2812,2338,2141,15,3,Normal,0
10.40.0.19,29855,149.171.126.2,53,tcp,0.1707,610,2801,25,21,Normal,0
175.45.176.79,44609,149.171.126.1,80,tcp,0.1139,2187,96,68,1,DoS,1
175.45.178.132,15672,149.171.126.3,502,tcp,1.3881,4965,1978,45,37,Exploits,1
10.40.0.69,55169,149.171.126.3,25,tcp,0.668,1576,6406,12,27,Normal,0
175.45.178.205,11871,149.171.126.3,8080,tcp,4.6132,6620,2394,25,50,Exploits,1
10.40.0.8,24596,149.171.126.1,443,tcp,0.1084,3252,5029,5,9,Normal,0
10.40.0.71,38556,149.171.126.8,80,tcp,0.1178,1388,732,14,26,Normal,0
175.45.177.168,14873,149.171.126.2,19343,tcp,0.0271,52,0,1,0,Reconnaissance,1
175.45.176.221,23851,149.171.126.1,80,tcp,0.0188,23702,3,101,3,DoS,1
10.40.0.6,51542,149.171.126.9,21,udp,0.9035,3865,451,12,17,Normal,0
10.40.0.195,3182,149.171.126.9,443,udp,1.0225,2275,3962,4,7,Normal,0
10.40.0.81,52901,149.171.126.9,443,udp,0.1069,3262,4050,29,10,Normal,0
175.45.176.194,46407,149.171.126.1,80,tcp,0.0925,11623,185,100,2,DoS,1
10.40.0.217,1226,149.171.126.1,21,udp,0.2399,2409,4402,22,9,Normal,0
10.40.0.203,40439,149.171.126.2,80,tcp,0.089,3866,2451,27,10,Normal,0
175.45.179.248,22536,149.171.126.4,80,udp,0.4352,2975,742,20,5,Fuzzers,1
10.40.0.23,43716,149.171.126.9,21,tcp,0.6899,1220,561,15,16,Normal,0
10.40.0.240,31455,149.171.126.6,53,udp,0.124,2654,1235,20,14,Normal,0
10.40.0.198,7987,149.171.126.7,443,tcp,0.5077,584,1847,19,22,Normal,0
10.40.0.246,15624,149.171.126.3,21,tcp,0.1208,2824,467,16,4,Normal,0
175.45.178.128,10877,149.171.126.3,502,tcp,3.5091,2817,4619,28,50,Exploits,1
175.45.178.109,47668,149.171.126.3,443,tcp,3.9428,7755,4669,23,39,Exploits,1
175.45.179.154,28444,149.171.126.4,80,udp,1.9726,1772,877,10,8,Fuzzers,1
10.40.0.121,11310,149.171.126.6,25,udp,2.131,1568,3465,6,5,Normal,0
175.45.179.210,31439,149.171.126.4,443,udp,1.2376,2513,420,17,3,Fuzzers,1
175.45.178.242,21977,149.171.126.3,8080,tcp,3.0205,4078,2815,21,41,Exploits,1
175.45.178.63,26299,149.171.126.3,8080,tcp,3.6879,5873,2122,21,31,Exploits,1
10.40.0.207,21795,149.171.126.4,80,udp,0.2584,2341,6571,29,28,Normal,0
10.40.0.34,47310,149.171.126.2,443,tcp,0.9617,1576,3807,4,11,Normal,0
10.40.0.156,23074,149.171.126.1,80,tcp,0.2692,1283,4651,27,2,Normal,0
10.40.0.244,35624,149.171.126.7,25,udp,1.1754,3815,5477,5,18,Normal,0
175.45.178.224,64776,149.171.126.3,8080,tcp,4.7625,7849,3964,43,37,Exploits,1
175.45.176.18,64921,149.171.126.1,80,tcp,0.0864,5032,239,90,0,DoS,1
10.40.0.57,5030,149.171.126.7,25,tcp,0.1404,2117,3681,13,24,Normal,0
10.40.0.210,56745,149.171.126.3,80,udp,1.1832,3784,7286,4,16,Normal,0
175.45.176.181,35088,149.171.126.1,80,tcp,0.1606,4398,368,177,2,DoS,1
10.40.0.182,23501,149.171.126.4,80,tcp,0.5629,880,3445,19,27,Normal,0
175.45.179.116,10291,149.171.126.4,443,udp,0.4759,2288,683,16,7,Fuzzers,1
175.45.179.182,47130,149.171.126.4,443,udp,0.9042,1991,439,5,8,Fuzzers,1
175.45.177.31,45376,149.171.126.2,47962,tcp,0.0338,77,0,1,0,Reconnaissance,1
10.40.0.220,49578,149.171.126.2,443,tcp,0.6378,405,3939,28,19,Normal,0
10.40.0.95,32120,149.171.126.1,80,udp,0.1344,3639,7162,25,12,Normal,0
10.40.0.182,58332,149.171.126.9,443,tcp,2.3491,3125,1903,6,18,Normal,0
10.40.0.165,63510,149.171.126.2,53,tcp,0.4864,2422,7288,2,27,Normal,0
10.40.0.202,12691,149.171.126.1,21,udp,1.5644,1314,3338,12,10,Normal,0
175.45.176.191,22013,149.171.126.1,80,tcp,0.2569,13529,281,173,0,DoS,1
175.45.176.173,50273,149.171.126.1,80,tcp,0.5181,21619,496,122,2,DoS,1
10.40.0.213,21363,149.171.126.1,25,tcp,0.0373,186,858,2,6,Normal,0
175.45.177.217,58649,149.171.126.2,4529,tcp,0.0021,54,0,1,0,Reconnaissance,1
10.40.0.82,23742,149.171.126.6,21,udp,1.4421,2352,2290,19,7,Normal,0
10.40.0.125,53169,149.171.126.8,443,udp,0.1821,3444,1350,19,26,Normal,0
175.45.178.205,10538,149.171.126.3,443,tcp,3.9807,8867,3851,47,51,Exploits,1
10.40.0.38,39097,149.171.126.7,25,udp,0.5786,1584,5951,15,8,Normal,0
10.40.0.124,33287,149.171.126.9,25,udp,1.13,1545,225,26,22,Normal,0
10.40.0.33,6092,149.171.126.8,80,udp,0.8744,3884,7612,11,8,Normal,0
10.40.0.228,50353,149.171.126.9,21,tcp,1.4154,95,3498,5,28,Normal,0
10.40.0.9,20103,149.171.126.3,53,tcp,1.1975,202,4367,25,6,Normal,0
175.45.180.198,45988,149.171.126.5,135,tcp,2.7947,4902,1138,25,37,Worms,1
10.40.0.77,28159,149.171.126.4,21,udp,0.2491,2929,6348,3,9,Normal,0
10.40.0.195,63801,149.171.126.8,21,tcp,0.3349,2998,5750,15,21,Normal,0
10.40.0.172,55624,149.171.126.5,21,tcp,0.6296,1185,4850,24,9,Normal,0
175.45.179.89,61220,149.171.126.4,80,udp,0.3822,815,141,10,2,Fuzzers,1
10.40.0.234,64954,149.171.126.7,21,udp,1.2993,1626,6215,25,28,Normal,0
10.40.0.239,8201,149.171.126.8,443,udp,0.9802,467,7310,24,12,Normal,0
10.40.0.185,39953,149.171.126.9,80,tcp,2.4706,1240,1213,15,20,Normal,0
175.45.180.59,31184,149.171.126.5,1433,tcp,3.0618,2672,2310,31,35,Worms,1
10.40.0.60,21373,149.171.126.3,53,tcp,0.3103,115,4180,11,28,Normal,0
10.40.0.35,33640,149.171.126.7,21,tcp,0.1073,3629,1845,17,3,Normal,0
10.40.0.179,52393,149.171.126.1,25,udp,0.8277,2063,7045,16,15,Normal,0
10.40.0.117,59164,149.171.126.7,53,tcp,0.6961,1470,4530,3,7,Normal,0
175.45.177.37,61187,149.171.126.2,19236,tcp,0.0212,69,0,1,0,Reconnaissance,1
10.40.0.88,58395,149.171.126.6,53,udp,0.7788,957,4213,8,23,Normal,0
10.40.0.212,10717,149.171.126.8,21,tcp,0.0515,999,3996,20,10,Normal,0
175.45.177.7,51923,149.171.126.2,34042,tcp,0.0405,56,0,1,0,Reconnaissance,1
10.40.0.54,12992,149.171.126.5,53,udp,0.6226,3889,2539,20,9,Normal,0
175.45.178.213,50965,149.171.126.3,443,tcp,4.641,2708,3558,25,20,Exploits,1
10.40.0.144,55042,149.171.126.1,25,tcp,0.936,1231,5193,20,5,Normal,0
10.40.0.80,50340,149.171.126.8,443,udp,0.1392,1513,5819,5,26,Normal,0
10.40.0.117,29278,149.171.126.2,53,udp,0.0881,3281,4580,24,19,Normal,0
175.45.179.226,5923,149.171.126.4,80,udp,1.2998,2777,725,15,7,Fuzzers,1
10.40.0.216,53249,149.171.126.5,80,tcp,0.0209,72,6768,8,8,Normal,0
175.45.179.218,58633,149.171.126.4,80,udp,1.4397,1809,471,23,2,Fuzzers,1
175.45.176.161,16568,149.171.126.1,80,tcp,0.0642,11710,141,51,1,DoS,1
175.45.180.76,42697,149.171.126.5,135,tcp,1.417,1648,1071,37,36,Worms,1
10.40.0.68,9390,149.171.126.7,443,tcp,1.481,390,7225,6,11,Normal,0
10.40.0.144,51821,149.171.126.5,443,udp,0.198,3357,5996,6,10,Normal,0
10.40.0.147,25078,149.171.126.8,443,udp,0.5354,2194,3640,20,4,Normal,0
10.40.0.74,40086,149.171.126.8,25,tcp,0.5144,2466,5757,24,27,Normal,0
10.40.0.240,39270,149.171.126.5,443,tcp,1.5093,2515,6731,15,25,Normal,0
10.40.0.181,6605,149.171.126.9,443,udp,1.6615,1854,6477,4,20,Normal,0
175.45.176.75,34726,149.171.126.1,80,tcp,1.0364,17861,39,83,3,DoS,1
175.45.176.161,10536,149.171.126.1,80,tcp,0.0525,19343,122,91,2,DoS,1
10.40.0.217,7879,149.171.126.2,443,udp,0.4699,1432,5506,23,5,Normal,0
175.45.177.250,4493,149.171.126.2,23304,tcp,0.0448,51,0,1,0,Reconnaissance,1
10.40.0.159,12859,149.171.126.1,21,udp,1.3828,3039,2110,8,16,Normal,0
175.45.176.251,16851,149.171.126.1,80,tcp,0.7859,9691,298,175,0,DoS,1
10.40.0.14,64462,149.171.126.3,21,udp,0.537,3895,1128,6,8,Normal,0
175.45.176.219,14245,149.171.126.1,80,tcp,0.4697,22955,410,100,2,DoS,1
10.40.0.207,26077,149.171.126.9,53,tcp,0.6567,1254,811,16,6,Normal,0
175.45.178.174,36466,149.171.126.3,8080,tcp,1.9449,2027,1846,52,34,Exploits,1
10.40.0.92,50887,149.171.126.9,25,tcp,1.4505,1885,1140,2,26,Normal,0
175.45.179.200,54270,149.171.126.4,443,udp,0.3225,2030,969,12,5,Fuzzers,1
10.40.0.229,20697,149.171.126.4,53,udp,0.9766,830,7035,8,5,Normal,0
10.40.0.151,61721,149.171.126.4,21,tcp,0.5173,3065,7841,19,13,Normal,0
10.40.0.159,12979,149.171.126.8,25,udp,0.7221,2221,6986,20,8,Normal,0
10.40.0.51,60047,149.171.126.8,53,udp,2.2426,494,7087,14,24,Normal,0
10.40.0.130,22138,149.171.126.6,21,tcp,0.161,1941,3598,22,14,Normal,0
10.40.0.195,16948,149.171.126.3,80,tcp,0.391,122,7644,13,14,Normal,0
10.40.0.122,51832,149.171.126.4,25,tcp,1.1787,1204,3092,3,5,Normal,0
10.40.0.4,8162,149.171.126.8,25,tcp,0.3317,3512,2832,13,7,Normal,0
10.40.0.236,2984,149.171.126.5,25,tcp,0.0394,2749,6426,16,28,Normal,0
10.40.0.163,40727,149.171.126.2,53,tcp,1.1448,2929,1586,2,15,Normal,0
10.40.0.40,20658,149.171.126.2,21,tcp,0.4046,1593,204,27,4,Normal,0
175.45.176.78,14623,149.171.126.1,80,tcp,1.1189,17581,176,90,2,DoS,1
175.45.177.56,48072,149.171.126.2,2304,tcp,0.0392,78,0,1,0,Reconnaissance,1
10.40.0.13,54580,149.171.126.6,21,tcp,0.386,3608,793,20,3,Normal,0
10.40.0.45,29417,149.171.126.4,80,udp,0.3784,1246,4388,26,13,Normal,0
10.40.0.102,43017,149.171.126.2,443,udp,0.6808,3218,475,25,18,Normal,0
175.45.179.130,24810,149.171.126.4,443,udp,1.1239,1382,821,8,3,Fuzzers,1
10.40.0.129,6446,149.171.126.1,21,tcp,0.7993,3561,174,10,10,Normal,0
175.45.176.121,54976,149.171.126.1,80,tcp,0.0137,23610,3,123,3,DoS,1
175.45.178.102,9599,149.171.126.3,443,tcp,2.4954,3689,2347,31,29,Exploits,1
10.40.0.55,45434,149.171.126.1,80,tcp,0.5193,1396,1551,17,3,Normal,0
10.40.0.17,43528,149.171.126.7,80,tcp,0.933,3468,6894,6,14,Normal,0
10.40.0.91,21546,149.171.126.7,25,udp,0.0906,509,1130,4,18,Normal,0
10.40.0.136,57324,149.171.126.1,21,tcp,0.0001,2328,6427,16,21,Normal,0
175.45.180.193,56501,149.171.126.5,1433,tcp,1.1648,4565,1936,34,20,Worms,1
10.40.0.107,32606,149.171.126.2,25,tcp,0.444,3204,4168,5,21,Normal,0
10.40.0.166,60940,149.171.126.8,80,udp,0.2911,718,5111,29,18,Normal,0
10.40.0.112,3523,149.171.126.6,80,udp,0.2958,3697,6032,3,25,Normal,0
175.45.176.206,2619,149.171.126.1,80,tcp,0.3533,7199,347,67,3,DoS,1
175.45.180.183,36068,149.171.126.5,1433,tcp,2.9741,4391,1547,33,29,Worms,1
175.45.178.21,26548,149.171.126.3,8080,tcp,4.0515,7291,3766,17,24,Exploits,1
175.45.176.58,32196,149.171.126.1,80,tcp,0.7429,20138,109,104,0,DoS,1
10.40.0.73,8496,149.171.126.1,21,tcp,1.1424,2936,4066,20,3,Normal,0
10.40.0.171,11655,149.171.126.6,21,udp,2.8112,3566,7869,16,14,Normal,0
10.40.0.24,11148,149.171.126.7,21,tcp,1.368,3225,3228,7,26,Normal,0
10.40.0.43,48503,149.171.126.3,25,tcp,0.0281,3984,804,6,25,Normal,0
10.40.0.230,10531,149.171.126.9,21,udp,0.8695,2651,2202,10,10,Normal,0
10.40.0.78,51102,149.171.126.3,53,tcp,0.4169,546,2312,10,18,Normal,0
175.45.178.70,13542,149.171.126.3,8080,tcp,1.6627,3304,1172,47,31,Exploits,1
10.40.0.197,15478,149.171.126.6,21,tcp,0.5057,1357,3113,23,27,Normal,0
175.45.178.201,27127,149.171.126.3,8080,tcp,1.8375,5092,3665,24,17,Exploits,1
10.40.0.229,27064,149.171.126.1,25,tcp,0.3248,760,4907,11,19,Normal,0
175.45.176.119,48692,149.171.126.1,80,tcp,0.1197,13126,474,51,1,DoS,1
175.45.180.56,57508,149.171.126.5,445,tcp,3.8771,4383,2103,29,32,Worms,1
10.40.0.123,34051,149.171.126.8,80,udp,1.6023,889,5825,18,23,Normal,0
10.40.0.153,65031,149.171.126.4,443,tcp,0.5485,3404,5199,26,6,Normal,0
10.40.0.43,24484,149.171.126.5,443,udp,0.4504,3550,6655,3,14,Normal,0
175.45.180.68,23551,149.171.126.5,445,tcp,1.9969,1519,1074,31,36,Worms,1
10.40.0.168,21582,149.171.126.7,53,udp,0.8602,2095,4814,4,26,Normal,0
10.40.0.84,13424,149.171.126.1,80,udp,0.699,2523,6911,18,21,Normal,0
10.40.0.138,24695,149.171.126.3,80,udp,0.1959,1836,4871,23,5,Normal,0
10.40.0.251,18500,149.171.126.7,21,tcp,0.5715,1398,3686,8,20,Normal,0
10.40.0.24,40439,149.171.126.9,80,udp,2.4979,985,3957,7,19,Normal,0
175.45.176.51,24717,149.171.126.1,80,tcp,1.1778,22511,248,157,2,DoS,1
10.40.0.21,38527,149.171.126.4,80,udp,3.7672,1442,2847,5,28,Normal,0
10.40.0.185,12930,149.171.126.2,443,udp,0.2015,800,4689,17,19,Normal,0
10.40.0.227,29899,149.171.126.7,80,tcp,0.4795,981,3820,19,18,Normal,0
10.40.0.239,17905,149.171.126.1,80,tcp,0.3201,2285,325,2,23,Normal,0
10.40.0.184,29255,149.171.126.5,21,udp,0.0562,3844,1804,19,17,Normal,0
10.40.0.223,15675,149.171.126.7,25,tcp,0.6267,1971,2418,14,20,Normal,0
175.45.179.29,62450,149.171.126.4,80,udp,1.7831,1984,820,10,9,Fuzzers,1
10.40.0.158,18998,149.171.126.3,53,tcp,0.7234,1695,4292,3,14,Normal,0
175.45.178.136,32520,149.171.126.3,443,tcp,4.5955,5179,4500,15,35,Exploits,1
175.45.176.62,12621,149.171.126.1,80,tcp,0.8592,11941,79,169,2,DoS,1
175.45.177.88,49272,149.171.126.2,32337,tcp,0.0326,48,0,1,0,Reconnaissance,1
10.40.0.219,7387,149.171.126.3,80,tcp,0.306,1331,6592,2,24,Normal,0
10.40.0.118,9629,149.171.126.7,443,tcp,1.8894,165,508,24,2,Normal,0
175.45.178.81,10306,149.171.126.3,502,tcp,1.1039,3972,4240,58,57,Exploits,1
175.45.177.137,18494,149.171.126.2,52735,tcp,0.0429,74,0,1,0,Reconnaissance,1
175.45.176.212,50965,149.171.126.1,80,tcp,0.6454,4561,277,148,4,DoS,1
10.40.0.13,50994,149.171.126.1,25,udp,0.1272,1739,952,5,23,Normal,0
10.40.0.105,26713,149.171.126.2,80,udp,0.0117,2918,4611,19,25,Normal,0
10.40.0.17,6150,149.171.126.1,25,udp,0.3984,1178,1267,26,6,Normal,0
10.40.0.118,11870,149.171.126.3,53,tcp,0.9814,2958,5692,9,5,Normal,0
10.40.0.155,6165,149.171.126.3,25,udp,3.3716,2746,395,25,9,Normal,0
175.45.178.69,63397,149.171.126.3,8080,tcp,3.4522,4807,4047,33,55,Exploits,1
10.40.0.117,44713,149.171.126.2,80,udp,1.28,3056,1939,2,21,Normal,0
175.45.178.114,28378,149.171.126.3,8080,tcp,1.9107,8699,3225,19,54,Exploits,1
175.45.177.75,11062,149.171.126.2,11140,tcp,0.0467,66,0,1,0,Reconnaissance,1
10.40.0.222,41313,149.171.126.3,21,udp,0.9185,1348,7303,26,19,Normal,0
10.40.0.243,36200,149.171.126.8,80,udp,0.3714,994,733,22,20,Normal,0
10.40.0.128,24045,149.171.126.1,443,udp,0.6487,1922,7464,23,29,Normal,0
10.40.0.5,49698,149.171.126.4,443,udp,0.2926,2339,7314,13,28,Normal,0
10.40.0.87,56326,149.171.126.1,53,tcp,0.763,2068,1565,17,6,Normal,0
10.40.0.22,45791,149.171.126.6,21,tcp,0.3537,2396,4016,2,9,Normal,0
10.40.0.7,63502,149.171.126.3,443,udp,1.0133,2016,1796,21,29,Normal,0
10.40.0.98,6842,149.171.126.9,80,udp,0.9312,1594,7002,4,6,Normal,0
175.45.178.157,29669,149.171.126.3,8080,tcp,1.2679,6286,4645,39,58,Exploits,1
10.40.0.198,40535,149.171.126.1,53,udp,2.1113,765,764,26,3,Normal,0
10.40.0.23,13383,149.171.126.7,53,tcp,0.3266,2285,6890,21,24,Normal,0
10.40.0.152,46639,149.171.126.8,25,tcp,0.1514,751,192,27,6,Normal,0
175.45.178.241,55124,149.171.126.3,502,tcp,1.5769,4987,1989,29,25,Exploits,1
175.45.179.220,7148,149.171.126.4,80,udp,1.6161,1619,408,24,4,Fuzzers,1
10.40.0.9,13113,149.171.126.5,21,tcp,1.6004,1909,81,26,2,Normal,0
175.45.177.6,58142,149.171.126.2,13457,tcp,0.0449,44,0,1,0,Reconnaissance,1
10.40.0.32,39762,149.171.126.1,25,tcp,0.1902,3924,6577,21,11,Normal,0
175.45.176.152,53669,149.171.126.1,80,tcp,1.0387,2598,96,156,2,DoS,1
175.45.177.36,33678,149.171.126.2,37255,tcp,0.0256,61,0,1,0,Reconnaissance,1
175.45.178.33,32092,149.171.126.3,502,tcp,2.3782,7561,3078,49,34,Exploits,1
10.40.0.37,45121,149.171.126.7,53,udp,1.7581,3629,4361,27,9,Normal,0
10.40.0.9,4681,149.171.126.6,80,udp,0.5374,828,7495,15,14,Normal,0
10.40.0.72,54920,149.171.126.6,21,tcp,0.7751,3197,6027,12,4,Normal,0
10.40.0.120,53832,149.171.126.1,80,udp,0.3723,3191,7339,15,19,Normal,0
175.45.177.145,8979,149.171.126.2,1570,tcp,0.0081,76,0,1,0,Reconnaissance,1
175.45.180.223,29505,149.171.126.5,1433,tcp,3.0159,1525,2240,36,11,Worms,1
10.40.0.64,61315,149.171.126.9,443,udp,0.0461,1701,2279,16,27,Normal,0
175.45.176.192,47363,149.171.126.1,80,tcp,0.0319,7848,233,116,1,DoS,1
10.40.0.57,49569,149.171.126.9,53,udp,0.2731,1147,1692,25,18,Normal,0
10.40.0.246,55312,149.171.126.9,53,tcp,0.6139,3288,3924,27,3,Normal,0
175.45.176.88,12400,149.171.126.1,80,tcp,1.1428,8696,176,114,3,DoS,1
10.40.0.76,59671,149.171.126.8,25,tcp,0.6936,568,6373,17,19,Normal,0
10.40.0.168,64439,149.171.126.6,53,tcp,0.3776,3641,7444,7,16,Normal,0
10.40.0.65,48855,149.171.126.8,443,udp,0.0063,3190,1426,22,16,Normal,0
10.40.0.97,64330,149.171.126.7,53,tcp,1.6972,175,6685,4,22,Normal,0
10.40.0.71,28978,149.171.126.3,443,tcp,0.3327,1632,3136,27,12,Normal,0
10.40.0.53,22620,149.171.126.2,443,tcp,0.109,3620,5626,29,21,Normal,0
10.40.0.43,64232,149.171.126.8,53,udp,1.5727,3046,3601,11,13,Normal,0
10.40.0.127,38111,149.171.126.1,53,tcp,2.2707,507,2374,6,7,Normal,0
175.45.177.249,12862,149.171.126.2,62166,tcp,0.0476,48,0,1,0,Reconnaissance,1
10.40.0.126,9586,149.171.126.5,25,tcp,1.6629,374,1867,19,4,Normal,0
10.40.0.136,63203,149.171.126.6,443,tcp,0.0925,396,7410,18,28,Normal,0
175.45.177.250,25741,149.171.126.2,644,tcp,0.0055,77,0,1,0,Reconnaissance,1
175.45.176.29,27518,149.171.126.1,80,tcp,0.5018,5007,155,171,4,DoS,1
175.45.177.180,60374,149.171.126.2,28552,tcp,0.0164,46,0,1,0,Reconnaissance,1
10.40.0.238,49805,149.171.126.1,443,tcp,0.1372,3678,1123,2,8,Normal,0
175.45.176.169,42557,149.171.126.1,80,tcp,0.1537,12965,208,56,4,DoS,1
175.45.177.223,12150,149.171.126.2,44267,tcp,0.003,43,0,1,0,Reconnaissance,1
10.40.0.81,42190,149.171.126.4,443,udp,0.9618,2804,4692,6,12,Normal,0
175.45.176.118,47429,149.171.126.1,80,tcp,0.6141,3245,67,190,3,DoS,1
10.40.0.203,34228,149.171.126.9,53,udp,0.5229,1525,657,19,21,Normal,0
175.45.177.135,36840,149.171.126.2,27502,tcp,0.0493,61,0,1,0,Reconnaissance,1
175.45.180.176,2275,149.171.126.5,1433,tcp,2.4711,3412,1230,36,23,Worms,1
175.45.176.131,26037,149.171.126.1,80,tcp,0.7212,13311,262,65,0,DoS,1
10.40.0.72,10256,149.171.126.8,25,tcp,0.0972,808,1053,24,14,Normal,0
10.40.0.137,63254,149.171.126.9,21,tcp,2.9268,909,7625,10,14,Normal,0
175.45.176.131,38328,149.171.126.1,80,tcp,0.4267,24919,108,94,1,DoS,1
175.45.176.218,54014,149.171.126.1,80,tcp,0.8844,9427,470,158,1,DoS,1
10.40.0.165,14779,149.171.126.1,443,udp,1.2711,2555,4025,29,25,Normal,0
10.40.0.122,11440,149.171.126.3,25,udp,1.1513,1117,5450,26,24,Normal,0
10.40.0.9,46561,149.171.126.5,80,udp,1.0084,2533,4531,28,6,Normal,0
10.40.0.80,13184,149.171.126.6,53,tcp,0.0327,3973,4054,19,27,Normal,0
10.40.0.8,22971,149.171.126.3,21,udp,0.2997,804,2385,8,25,Normal,0
10.40.0.216,35966,149.171.126.7,80,tcp,0.6534,3660,7834,15,17,Normal,0
175.45.179.45,9857,149.171.126.4,443,udp,0.7744,1284,882,18,4,Fuzzers,1
175.45.179.128,16476,149.171.126.4,443,udp,0.2391,2516,476,22,4,Fuzzers,1
10.40.0.189,64888,149.171.126.4,25,tcp,0.4736,3877,2424,21,24,Normal,0
10.40.0.164,41542,149.171.126.2,21,tcp,0.2912,2758,5154,11,20,Normal,0
175.45.177.126,44413,149.171.126.2,45354,tcp,0.0062,46,0,1,0,Reconnaissance,1
175.45.177.20,24784,149.171.126.2,25846,tcp,0.0032,72,0,1,0,Reconnaissance,1
10.40.0.9,29644,149.171.126.1,443,udp,0.1186,256,2915,11,15,Normal,0
10.40.0.88,54601,149.171.126.1,21,udp,0.092,2401,6985,22,13,Normal,0
175.45.176.67,51517,149.171.126.1,80,tcp,0.0315,19088,98,40,0,DoS,1
175.45.176.176,63500,149.171.126.1,80,tcp,1.0614,9899,408,173,0,DoS,1
175.45.176.51,55545,149.171.126.1,80,tcp,0.6516,5381,350,110,3,DoS,1
10.40.0.192,41666,149.171.126.8,80,udp,4.2763,455,1441,10,16,Normal,0
175.45.176.75,47855,149.171.126.1,80,tcp,0.0733,14447,16,96,1,DoS,1
10.40.0.245,30399,149.171.126.3,80,tcp,1.7633,1850,2750,2,28,Normal,0
175.45.176.47,48450,149.171.126.1,80,tcp,0.1817,12017,351,68,0,DoS,1
10.40.0.221,52851,149.171.126.1,80,tcp,1.3659,2978,7186,26,23,Normal,0
10.40.0.253,13881,149.171.126.6,25,udp,1.1316,3618,6141,26,27,Normal,0
10.40.0.45,43175,149.171.126.4,21,tcp,0.1889,3156,4362,18,18,Normal,0
175.45.178.161,28694,149.171.126.3,502,tcp,2.1973,8598,3484,26,41,Exploits,1
10.40.0.245,53795,149.171.126.3,21,udp,1.122,2187,569,22,23,Normal,0
10.40.0.251,49665,149.171.126.3,21,udp,0.6705,639,5072,11,11,Normal,0
10.40.0.59,17982,149.171.126.6,443,tcp,0.0429,1405,2576,22,13,Normal,0
10.40.0.180,31326,149.171.126.2,21,udp,1.7792,2152,5210,27,17,Normal,0
10.40.0.122,34381,149.171.126.2,21,udp,1.0557,3402,3301,15,12,Normal,0
10.40.0.96,61862,149.171.126.3,25,udp,0.324,500,1756,13,16,Normal,0
10.40.0.147,42381,149.171.126.3,21,tcp,1.1208,3500,3055,6,23,Normal,0
10.40.0.51,5795,149.171.126.9,80,tcp,0.0284,1271,167,6,10,Normal,0
10.40.0.120,19502,149.171.126.1,53,tcp,1.6526,849,6461,16,5,Normal,0
10.40.0.163,57451,149.171.126.5,80,udp,2.7171,2529,5860,10,29,Normal,0
10.40.0.240,5893,149.171.126.9,443,udp,0.3794,3220,7845,3,6,Normal,0
175.45.177.231,48400,149.171.126.2,18907,tcp,0.0406,72,0,1,0,Reconnaissance,1
10.40.0.56,48554,149.171.126.4,53,tcp,0.2488,2457,2704,12,4,Normal,0
10.40.0.144,57792,149.171.126.6,21,tcp,0.0593,3704,4494,15,18,Normal,0
10.40.0.241,57152,149.171.126.1,80,udp,0.3718,1049,3203,2,14,Normal,0
175.45.178.169,58152,149.171.126.3,443,tcp,3.4122,8608,2625,42,15,Exploits,1
175.45.178.174,55203,149.171.126.3,502,tcp,4.2805,8582,3121,52,49,Exploits,1
175.45.176.58,54696,149.171.126.1,80,tcp,0.7773,20045,169,74,4,DoS,1
10.40.0.48,14521,149.171.126.5,25,tcp,0.1216,67,7680,15,20,Normal,0
