Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Packets/s,Source IP,Destination IP,Label
443,2150185,18,31,8065,16515,22.78,192.168.1.117,10.0.0.4,BENIGN
8080,444392,20,17,4111,13993,83.07,192.168.1.170,10.0.0.3,BENIGN
21642,3371,2,0,43,0,576.17,194.26.29.17,10.0.0.2,PortScan
80,1684889,16,24,4340,22966,23.73,192.168.1.30,10.0.0.6,BENIGN
443,986214,33,30,2663,25237,63.82,192.168.1.49,10.0.0.6,BENIGN
443,3356214,34,8,7869,2376,12.51,192.168.1.163,10.0.0.9,BENIGN
80,22018373,38,2,3062,195,1.73,45.154.255.199,10.0.0.1,DoS Hulk
22,2482872,27,24,3183,3852,21.74,103.203.57.174,10.0.0.4,SSH-Patator
80,701447,9,10,2593,6375,27.05,192.168.1.111,10.0.0.6,BENIGN
53,292808,27,5,9103,699,108.91,192.168.1.91,10.0.0.6,BENIGN
22,298987,24,12,9447,16357,120.01,192.168.1.222,10.0.0.8,BENIGN
80,27849126,54,2,1877,174,1.94,45.154.255.111,10.0.0.1,DoS Hulk
8080,820573,28,20,14133,20931,58.42,192.168.1.73,10.0.0.8,BENIGN
443,171311,3,10,1191,1467,75.44,192.168.1.43,10.0.0.3,BENIGN
443,3042002,15,3,1351,1457,5.92,192.168.1.221,10.0.0.3,BENIGN
62835,4860,2,0,43,0,403.16,194.26.29.160,10.0.0.2,PortScan
22,4787836,4,13,1431,10782,3.55,192.168.1.17,10.0.0.9,BENIGN
80,1243837,14,7,1993,7856,16.87,192.168.1.59,10.0.0.4,BENIGN
8080,1575620,29,28,2629,37013,36.15,192.168.1.203,10.0.0.8,BENIGN
80,142653,1474,0,95153,0,10325.46,185.220.250.64,10.0.0.1,DDoS
80,13552378,59,1,3754,161,4.35,45.154.255.82,10.0.0.1,DoS Hulk
8080,422866,185,0,13724,0,437.39,185.220.51.155,10.0.0.1,DDoS
22,229243,15,34,4526,46584,212.82,192.168.1.99,10.0.0.3,BENIGN
80,5233853,54,1,1902,189,10.32,45.154.255.15,10.0.0.1,DoS Hulk
80,6093052,23,14,6094,18526,6.07,192.168.1.108,10.0.0.7,BENIGN
22,2416396,3,31,202,10318,14.06,192.168.1.37,10.0.0.7,BENIGN
8080,1715262,14,31,5397,30399,26.22,192.168.1.103,10.0.0.7,BENIGN
22,1064099,12,8,1863,1780,22.53,103.203.57.134,10.0.0.4,SSH-Patator
443,772379,2,34,196,5552,46.55,192.168.1.128,10.0.0.9,BENIGN
554,2097948,13,34,1536,11355,22.39,192.168.1.69,10.0.0.7,BENIGN
443,1822637,34,39,16801,21674,40.03,192.168.1.47,10.0.0.1,BENIGN
8080,272770,837,0,61668,0,3067.39,185.220.223.130,10.0.0.1,DDoS
80,1140787,15,15,3590,18421,26.27,192.168.1.152,10.0.0.9,BENIGN
80,824533,33,34,9236,46809,81.16,192.168.1.218,10.0.0.1,BENIGN
8080,262655,555,0,41069,0,2112.23,185.220.243.37,10.0.0.1,DDoS
53,805073,34,6,4744,2932,49.62,192.168.1.181,10.0.0.4,BENIGN
22,157674,11,7,918,1189,113.44,192.168.1.146,10.0.0.1,BENIGN
53,3192517,24,8,3627,1560,10.02,192.168.1.234,10.0.0.1,BENIGN
8080,461815,20,5,8210,5955,54.02,192.168.1.160,10.0.0.2,BENIGN
80,19695399,21,4,1378,58,1.07,45.154.255.242,10.0.0.1,DoS Hulk
554,3347621,19,17,4964,4162,10.75,192.168.1.179,10.0.0.1,BENIGN
80,22063933,44,4,3935,147,1.99,45.154.255.50,10.0.0.1,DoS Hulk
80,25585500,63,3,4900,78,2.46,45.154.255.173,10.0.0.1,DoS Hulk
53,162572,31,7,13965,5530,232.31,192.168.1.96,10.0.0.9,BENIGN
80,184590,217,0,14712,0,1174.94,185.220.110.118,10.0.0.1,DDoS
443,219293,3,37,1309,38661,181.58,192.168.1.117,10.0.0.7,BENIGN
443,92480,1891,0,95995,0,20425.5,185.220.234.40,10.0.0.1,DDoS
443,14802956,42,57,16888,20640,5.67,198.51.100.97,10.0.0.3,Infiltration
80,14743975,66,4,4612,80,4.48,45.154.255.15,10.0.0.1,DoS Hulk
8080,616585,27,31,6739,25151,93.91,192.168.1.202,10.0.0.8,BENIGN
22,3334681,7,22,1767,19869,8.69,192.168.1.67,10.0.0.5,BENIGN
554,1369958,25,14,9346,2259,28.45,192.168.1.152,10.0.0.4,BENIGN
8080,2596378,13,30,2928,11304,16.56,192.168.1.198,10.0.0.4,BENIGN
8080,2645377,21,17,9668,14942,14.36,192.168.1.227,10.0.0.7,BENIGN
21,2946115,33,30,3140,4754,22.39,103.203.57.31,10.0.0.4,SSH-Patator
443,1226134,34,14,3585,11657,39.12,192.168.1.26,10.0.0.6,BENIGN
53,1517827,16,13,4780,16013,19.09,192.168.1.195,10.0.0.7,BENIGN
53,4953,29,10,14108,4631,6551.26,192.168.1.23,10.0.0.8,BENIGN
53,1213253,19,39,6518,39615,47.77,192.168.1.120,10.0.0.2,BENIGN
12503,1167,2,0,44,0,1577.44,194.26.29.25,10.0.0.2,PortScan
554,432863,4,19,1237,26148,53.01,192.168.1.60,10.0.0.8,BENIGN
80,99438,4,16,529,19492,199.13,192.168.1.169,10.0.0.8,BENIGN
21,2947409,28,24,4967,2278,18.99,103.203.57.164,10.0.0.4,SSH-Patator
80,948440,34,14,15869,10767,50.56,192.168.1.94,10.0.0.3,BENIGN
22,280815,28,29,6742,15484,202.26,192.168.1.214,10.0.0.4,BENIGN
22,1952913,20,20,9857,8539,20.47,192.168.1.77,10.0.0.2,BENIGN
80,7197161,47,4,3021,83,6.53,45.154.255.22,10.0.0.1,DoS Hulk
53,1744500,12,26,4102,28548,21.77,192.168.1.27,10.0.0.9,BENIGN
53,30196,30,30,14095,40882,1923.31,192.168.1.233,10.0.0.2,BENIGN
554,3085201,11,24,1076,31518,11.34,192.168.1.213,10.0.0.3,BENIGN
80,2558575,32,32,14071,28270,25.0,192.168.1.227,10.0.0.9,BENIGN
80,18229265,48,3,1872,108,2.63,45.154.255.6,10.0.0.1,DoS Hulk
80,498107,25,23,7936,8252,96.17,192.168.1.220,10.0.0.1,BENIGN
80,304271,1453,0,96685,0,4773.78,185.220.245.195,10.0.0.1,DDoS
443,5405727,42,56,45994,20251,15.54,198.51.100.162,10.0.0.3,Infiltration
80,1118925,20,37,5481,6953,50.9,192.168.1.180,10.0.0.9,BENIGN
80,1554799,32,31,3253,35626,40.49,192.168.1.226,10.0.0.1,BENIGN
8080,750752,8,10,1395,12768,23.94,192.168.1.28,10.0.0.3,BENIGN
443,3690793,13,30,2846,34012,11.65,192.168.1.190,10.0.0.8,BENIGN
80,71243,4,27,837,4439,429.1,192.168.1.102,10.0.0.8,BENIGN
22,1881611,5,39,956,36176,23.37,192.168.1.101,10.0.0.3,BENIGN
554,2128828,15,25,4482,8294,18.78,192.168.1.207,10.0.0.3,BENIGN
80,683374,2,15,419,16692,24.84,192.168.1.83,10.0.0.5,BENIGN
8080,265607,13,32,5035,41456,168.79,192.168.1.230,10.0.0.2,BENIGN
443,437874,2482,0,162384,0,5667.0,185.220.239.133,10.0.0.1,DDoS
8080,1585483,4,17,1532,9575,13.24,192.168.1.80,10.0.0.1,BENIGN
80,1739176,16,25,8033,5525,23.56,192.168.1.150,10.0.0.1,BENIGN
8080,289614,1727,0,113178,0,5961.04,185.220.250.36,10.0.0.1,DDoS
443,487625,639,0,34370,0,1310.16,185.220.146.196,10.0.0.1,DDoS
8080,44831,26,20,7474,23701,1003.68,192.168.1.129,10.0.0.8,BENIGN
40184,4520,1,0,41,0,432.81,194.26.29.45,10.0.0.2,PortScan
8080,2941003,15,2,4032,1924,5.78,192.168.1.103,10.0.0.6,BENIGN
8080,1785913,17,21,3539,14623,21.27,192.168.1.93,10.0.0.5,BENIGN
8080,2298853,16,3,5063,1854,8.26,192.168.1.50,10.0.0.6,BENIGN
80,19151613,26,4,1962,81,1.36,45.154.255.91,10.0.0.1,DoS Hulk
22,2436495,28,14,3052,11090,17.23,192.168.1.121,10.0.0.3,BENIGN
443,351561,2,26,978,35727,79.42,192.168.1.84,10.0.0.4,BENIGN
27887,2478,2,0,41,0,775.63,194.26.29.51,10.0.0.2,PortScan
80,222168,1413,0,100715,0,6357.18,185.220.230.184,10.0.0.1,DDoS
554,1786277,14,30,6673,29016,24.62,192.168.1.99,10.0.0.2,BENIGN
554,1378965,3,25,411,29704,20.29,192.168.1.36,10.0.0.4,BENIGN
80,3821063,2,22,434,20656,6.28,192.168.1.94,10.0.0.4,BENIGN
8080,5966653,27,13,8291,16716,6.7,192.168.1.83,10.0.0.3,BENIGN
53,269884,7,8,1717,1094,55.37,192.168.1.179,10.0.0.1,BENIGN
80,1001578,32,39,2222,28648,70.82,192.168.1.174,10.0.0.5,BENIGN
80,1328197,8,30,1997,23884,28.59,192.168.1.115,10.0.0.2,BENIGN
443,372484,24,29,3246,21652,141.91,192.168.1.46,10.0.0.6,BENIGN
554,100508,26,37,10691,27195,620.64,192.168.1.80,10.0.0.4,BENIGN
53,3239668,30,20,7727,18518,15.43,192.168.1.42,10.0.0.6,BENIGN
443,279199,418,0,28973,0,1496.6,185.220.228.67,10.0.0.1,DDoS
502,7368010,89,58,58106,18161,24.16,198.51.100.190,10.0.0.3,Infiltration
443,308191,12,23,5710,5960,113.2,192.168.1.114,10.0.0.1,BENIGN
8080,1776891,29,37,6033,39978,37.12,192.168.1.174,10.0.0.8,BENIGN
53,2073986,19,14,5706,8474,15.9,192.168.1.67,10.0.0.1,BENIGN
22,1189508,5,7,1414,1159,10.08,192.168.1.225,10.0.0.3,BENIGN
8080,492210,28,23,11778,20023,103.4,192.168.1.40,10.0.0.1,BENIGN
53,5226757,26,26,9494,26378,9.95,192.168.1.17,10.0.0.3,BENIGN
80,23091021,17,3,1581,57,0.74,45.154.255.237,10.0.0.1,DoS Hulk
554,451625,5,39,392,10741,97.21,192.168.1.153,10.0.0.7,BENIGN
53,475469,11,17,732,23386,58.77,192.168.1.131,10.0.0.8,BENIGN
8080,886358,14,24,3920,22578,42.82,192.168.1.176,10.0.0.6,BENIGN
53,5942766,5,37,1959,48986,7.07,192.168.1.121,10.0.0.5,BENIGN
80,1352010,28,12,5970,14559,29.56,192.168.1.50,10.0.0.7,BENIGN
8080,1129781,20,30,9532,37812,44.22,192.168.1.16,10.0.0.5,BENIGN
554,229182,12,2,5153,2096,60.82,192.168.1.231,10.0.0.1,BENIGN
53,726668,6,14,3062,13738,27.49,192.168.1.236,10.0.0.4,BENIGN
443,2915726,3,15,1060,2535,6.17,192.168.1.178,10.0.0.1,BENIGN
443,2398661,5,20,1621,10597,10.42,192.168.1.14,10.0.0.5,BENIGN
22,293025,16,38,6050,12726,183.66,192.168.1.191,10.0.0.7,BENIGN
53,1789504,27,28,12264,27795,30.72,192.168.1.108,10.0.0.9,BENIGN
443,41544,11,6,1209,2263,399.58,192.168.1.165,10.0.0.8,BENIGN
554,1572819,29,6,8429,4067,22.24,192.168.1.97,10.0.0.7,BENIGN
22,450512,17,31,2611,21132,106.31,192.168.1.163,10.0.0.9,BENIGN
554,840153,25,35,3856,20901,71.33,192.168.1.101,10.0.0.6,BENIGN
52443,1852,2,0,52,0,1024.46,194.26.29.162,10.0.0.2,PortScan
21,2590351,33,32,5122,2514,25.47,103.203.57.22,10.0.0.4,SSH-Patator
8080,1822001,24,34,7986,26782,31.82,192.168.1.80,10.0.0.3,BENIGN
80,17210935,64,1,3708,162,3.72,45.154.255.251,10.0.0.1,DoS Hulk
8080,2919980,21,16,6036,12863,12.67,192.168.1.128,10.0.0.1,BENIGN
554,257650,19,4,7985,2513,88.92,192.168.1.10,10.0.0.3,BENIGN
80,22343757,78,3,5100,116,3.49,45.154.255.42,10.0.0.1,DoS Hulk
80,420584,7,9,583,2392,37.95,192.168.1.57,10.0.0.5,BENIGN
8080,130638,2,36,1001,29667,288.67,192.168.1.214,10.0.0.7,BENIGN
554,2256455,20,22,7125,11664,18.61,192.168.1.66,10.0.0.8,BENIGN
443,2146718,27,31,6569,33817,27.01,192.168.1.228,10.0.0.3,BENIGN
53,239011,18,35,3417,14000,220.82,192.168.1.91,10.0.0.7,BENIGN
53,1149320,21,23,4553,4430,38.25,192.168.1.219,10.0.0.8,BENIGN
8080,1116995,15,39,7259,19401,48.3,192.168.1.198,10.0.0.4,BENIGN
80,5240718,13,31,4737,29731,8.39,192.168.1.216,10.0.0.8,BENIGN
53,132882,21,37,8729,49033,433.22,192.168.1.206,10.0.0.2,BENIGN
443,615100,30,32,9910,6593,100.63,192.168.1.103,10.0.0.5,BENIGN
80,12351673,31,1,1722,179,2.51,45.154.255.91,10.0.0.1,DoS Hulk
8080,31190,2390,0,164966,0,76382.05,185.220.175.149,10.0.0.1,DDoS
80,2861186,12,4,2794,920,5.59,192.168.1.142,10.0.0.2,BENIGN
53,2114941,34,29,4127,20325,29.77,192.168.1.125,10.0.0.4,BENIGN
22,4974547,2,5,204,5380,1.41,192.168.1.216,10.0.0.3,BENIGN
80,10907616,47,3,3000,114,4.31,45.154.255.231,10.0.0.1,DoS Hulk
554,1409730,25,36,4293,26832,43.24,192.168.1.67,10.0.0.7,BENIGN
22,825968,10,2,3631,2216,14.51,192.168.1.21,10.0.0.5,BENIGN
26285,2260,2,0,40,0,847.28,194.26.29.115,10.0.0.2,PortScan
22,989152,22,2,3122,1845,24.24,192.168.1.214,10.0.0.2,BENIGN
22,750158,15,38,6239,44165,70.56,192.168.1.66,10.0.0.4,BENIGN
443,2017548,61,22,26110,33208,60.44,198.51.100.7,10.0.0.3,Infiltration
8080,5572227,22,20,4732,3279,7.54,192.168.1.48,10.0.0.1,BENIGN
8080,143440,1667,0,119321,0,11613.47,185.220.89.35,10.0.0.1,DDoS
22,1769520,29,28,5557,3020,32.76,103.203.57.204,10.0.0.4,SSH-Patator
8080,388313,2395,0,122126,0,6166.11,185.220.47.116,10.0.0.1,DDoS
80,2739594,18,7,6716,6996,9.12,192.168.1.73,10.0.0.3,BENIGN
22,1048598,20,26,5788,4638,43.83,192.168.1.164,10.0.0.4,BENIGN
8080,2409131,26,13,4217,5109,16.18,192.168.1.159,10.0.0.7,BENIGN
53,2221400,2,34,866,28174,16.2,192.168.1.101,10.0.0.1,BENIGN
22,2401025,21,3,5273,3197,9.99,192.168.1.206,10.0.0.2,BENIGN
15565,3081,2,0,56,0,628.64,194.26.29.195,10.0.0.2,PortScan
8080,887067,10,18,2932,21989,31.53,192.168.1.161,10.0.0.2,BENIGN
80,330086,28,31,7023,33080,178.2,192.168.1.68,10.0.0.8,BENIGN
443,1202100,29,14,13679,14647,35.74,192.168.1.209,10.0.0.4,BENIGN
8080,1255504,16,28,4202,23717,35.02,192.168.1.166,10.0.0.1,BENIGN
8080,723077,25,37,4600,22994,85.63,192.168.1.213,10.0.0.9,BENIGN
80,3292610,4,4,1924,1814,2.43,192.168.1.201,10.0.0.8,BENIGN
8080,413819,2079,0,137133,0,5022.72,185.220.235.216,10.0.0.1,DDoS
80,12547184,69,2,5158,186,5.5,45.154.255.121,10.0.0.1,DoS Hulk
80,28625369,45,4,1787,77,1.57,45.154.255.125,10.0.0.1,DoS Hulk
22,6329200,8,4,1122,1918,1.9,192.168.1.78,10.0.0.7,BENIGN
443,474918,31,35,9947,45625,138.68,192.168.1.71,10.0.0.7,BENIGN
80,13839463,16,1,948,126,1.16,45.154.255.222,10.0.0.1,DoS Hulk
53,4472918,23,15,3009,11699,8.49,192.168.1.140,10.0.0.1,BENIGN
80,166201,1782,0,90585,0,10715.49,185.220.102.79,10.0.0.1,DDoS
22,866026,34,29,14210,31013,72.66,192.168.1.188,10.0.0.3,BENIGN
554,721935,24,31,1862,38341,76.08,192.168.1.47,10.0.0.1,BENIGN
554,1583275,12,37,5709,18851,30.93,192.168.1.40,10.0.0.2,BENIGN
502,2164962,36,64,35322,18591,33.24,198.51.100.135,10.0.0.3,Infiltration
8443,6412584,30,36,24607,9312,9.36,198.51.100.126,10.0.0.3,Infiltration
53,2363335,2,34,845,6469,15.23,192.168.1.180,10.0.0.9,BENIGN
22,2494347,6,36,1971,27640,16.83,192.168.1.19,10.0.0.4,BENIGN
56980,4206,2,0,43,0,464.46,194.26.29.141,10.0.0.2,PortScan
8443,3768333,38,54,41984,19929,20.16,198.51.100.30,10.0.0.3,Infiltration
22,2291922,35,34,6052,3705,30.53,103.203.57.150,10.0.0.4,SSH-Patator
9108,2547,2,0,50,0,755.48,194.26.29.26,10.0.0.2,PortScan
443,5844857,34,37,12970,9213,12.15,192.168.1.149,10.0.0.5,BENIGN
53,986943,4,23,1549,18876,27.33,192.168.1.115,10.0.0.7,BENIGN
554,2524580,32,17,11318,11703,19.4,192.168.1.55,10.0.0.1,BENIGN
80,14698041,50,4,3862,131,3.4,45.154.255.34,10.0.0.1,DoS Hulk
8080,364071,215,0,16006,0,590.38,185.220.183.39,10.0.0.1,DDoS
8080,136965,3,28,1478,29403,224.69,192.168.1.90,10.0.0.7,BENIGN
53,743013,6,36,1295,32260,56.45,192.168.1.218,10.0.0.2,BENIGN
443,74840,7,24,2292,14220,408.76,192.168.1.167,10.0.0.4,BENIGN
554,203340,3,21,323,26707,117.45,192.168.1.139,10.0.0.8,BENIGN
80,522633,8,7,2603,6556,28.65,192.168.1.124,10.0.0.2,BENIGN
8080,446025,13,4,5247,4516,38.03,192.168.1.213,10.0.0.8,BENIGN
80,24189895,57,3,2489,170,2.36,45.154.255.13,10.0.0.1,DoS Hulk
8080,1831871,26,29,11324,34711,30.01,192.168.1.98,10.0.0.6,BENIGN
22,620302,21,28,4844,12421,78.87,192.168.1.113,10.0.0.3,BENIGN
443,521666,29,33,2138,12464,118.62,192.168.1.19,10.0.0.7,BENIGN
80,995055,15,20,5221,24535,35.14,192.168.1.90,10.0.0.1,BENIGN
80,29904504,79,3,7074,152,2.64,45.154.255.82,10.0.0.1,DoS Hulk
22,2599693,13,15,1937,13357,10.77,192.168.1.193,10.0.0.8,BENIGN
8080,364961,3,30,555,4089,90.17,192.168.1.201,10.0.0.6,BENIGN
8080,957699,5,8,674,8012,13.56,192.168.1.94,10.0.0.7,BENIGN
53,917533,11,14,4615,12565,27.22,192.168.1.88,10.0.0.4,BENIGN
8080,5483319,31,22,10328,10938,9.66,192.168.1.19,10.0.0.8,BENIGN
443,4573,16,10,3330,2056,4664.87,192.168.1.168,10.0.0.7,BENIGN
80,3106496,2,31,539,28397,10.62,192.168.1.136,10.0.0.6,BENIGN
443,1395211,18,7,3744,9172,17.91,192.168.1.117,10.0.0.5,BENIGN
34963,2180,2,0,46,0,876.87,194.26.29.25,10.0.0.2,PortScan
80,1919922,2,37,963,34827,20.3,192.168.1.56,10.0.0.3,BENIGN
22,359615,5,18,1836,10912,63.78,192.168.1.172,10.0.0.8,BENIGN
8080,836334,16,34,4613,31193,59.71,192.168.1.181,10.0.0.4,BENIGN
53,479512,25,15,1841,6197,83.24,192.168.1.125,10.0.0.8,BENIGN
21,1543289,20,17,2225,2261,25.9,103.203.57.219,10.0.0.4,SSH-Patator
554,276929,13,4,4368,3537,61.17,192.168.1.196,10.0.0.5,BENIGN
8443,12176792,65,22,29604,48901,10.68,198.51.100.112,10.0.0.3,Infiltration
554,1434344,17,5,1364,5142,15.33,192.168.1.58,10.0.0.8,BENIGN
443,1199438,25,22,10115,17337,39.15,192.168.1.66,10.0.0.6,BENIGN
53,1560578,19,23,2923,4532,26.9,192.168.1.228,10.0.0.1,BENIGN
8080,1500072,23,5,7551,2057,18.65,192.168.1.207,10.0.0.4,BENIGN
22,620996,15,6,1924,4619,33.76,192.168.1.90,10.0.0.2,BENIGN
8080,1579381,34,17,6428,11930,32.27,192.168.1.149,10.0.0.9,BENIGN
443,223568,545,0,22319,0,2436.64,185.220.225.179,10.0.0.1,DDoS
554,55806,23,26,2064,14424,862.58,192.168.1.164,10.0.0.6,BENIGN
80,248486,3,35,450,4670,152.31,192.168.1.13,10.0.0.5,BENIGN
80,15234709,43,2,3909,175,2.82,45.154.255.132,10.0.0.1,DoS Hulk
80,20193688,15,2,1306,129,0.74,45.154.255.25,10.0.0.1,DoS Hulk
8080,761518,5,28,1434,32036,43.28,192.168.1.64,10.0.0.6,BENIGN
80,2342399,7,22,472,10112,12.38,192.168.1.151,10.0.0.5,BENIGN
8080,729638,26,22,2356,4253,65.7,192.168.1.129,10.0.0.8,BENIGN
53,100,24,30,5180,25829,51488.67,192.168.1.88,10.0.0.7,BENIGN
80,10540716,27,1,2479,72,2.56,45.154.255.140,10.0.0.1,DoS Hulk
22,6857527,28,3,3543,462,4.52,192.168.1.193,10.0.0.1,BENIGN
80,1575155,8,27,3962,15549,22.21,192.168.1.113,10.0.0.3,BENIGN
53,2694932,23,39,1475,22373,23.0,192.168.1.15,10.0.0.9,BENIGN
443,248556,219,0,11578,0,880.73,185.220.51.127,10.0.0.1,DDoS
80,103876,306,0,13451,0,2942.98,185.220.183.88,10.0.0.1,DDoS
22,4137664,29,26,6164,33115,13.29,192.168.1.116,10.0.0.6,BENIGN
53,1024237,14,38,6398,31286,50.72,192.168.1.187,10.0.0.8,BENIGN
80,338414,27,25,12706,5868,153.2,192.168.1.186,10.0.0.5,BENIGN
443,248451,1367,0,108195,0,5499.87,185.220.229.80,10.0.0.1,DDoS
22,1848028,4,34,1745,20428,20.55,192.168.1.78,10.0.0.3,BENIGN
443,1383629,2,15,631,16223,12.28,192.168.1.104,10.0.0.7,BENIGN
443,108264,1981,0,98226,0,18280.83,185.220.66.244,10.0.0.1,DDoS
53,1274350,27,36,9611,17638,49.4,192.168.1.186,10.0.0.3,BENIGN
22,2149830,34,30,6664,4305,31.62,103.203.57.65,10.0.0.4,SSH-Patator
80,79531,3,6,1007,8189,111.76,192.168.1.151,10.0.0.7,BENIGN
80,1275101,25,34,12609,7868,46.23,192.168.1.153,10.0.0.9,BENIGN
53,2190691,23,19,4319,3966,19.16,192.168.1.71,10.0.0.3,BENIGN
8080,4823292,3,11,639,7665,2.9,192.168.1.193,10.0.0.2,BENIGN
80,487388,9,22,1117,11015,63.47,192.168.1.102,10.0.0.1,BENIGN
53,1026363,32,28,4911,32223,58.4,192.168.1.143,10.0.0.1,BENIGN
53,1809320,18,17,1575,18420,19.33,192.168.1.74,10.0.0.9,BENIGN
39403,3513,1,0,51,0,553.43,194.26.29.105,10.0.0.2,PortScan
554,991535,8,35,2018,6357,43.32,192.168.1.123,10.0.0.2,BENIGN
443,2716366,17,11,6150,8276,10.3,192.168.1.48,10.0.0.5,BENIGN
80,1133842,4,35,796,6646,34.37,192.168.1.113,10.0.0.3,BENIGN
8080,346619,1676,0,129392,0,4833.88,185.220.134.196,10.0.0.1,DDoS
80,87483,431,0,25198,0,4921.02,185.220.64.112,10.0.0.1,DDoS
80,15992390,62,1,5735,138,3.88,45.154.255.53,10.0.0.1,DoS Hulk
443,37626,2084,0,89501,0,55238.97,185.220.53.48,10.0.0.1,DDoS
80,458372,1553,0,98445,0,3387.34,185.220.96.120,10.0.0.1,DDoS
80,15651396,78,2,5085,68,4.98,45.154.255.171,10.0.0.1,DoS Hulk
8080,5111802,32,26,2607,27893,11.34,192.168.1.202,10.0.0.9,BENIGN
22,1311615,36,34,2911,4555,54.85,103.203.57.62,10.0.0.4,SSH-Patator
22,1284984,22,31,4394,10399,41.21,192.168.1.175,10.0.0.6,BENIGN
53,1444641,6,21,1201,7871,18.68,192.168.1.128,10.0.0.4,BENIGN
49599,1472,1,0,54,0,1272.17,194.26.29.42,10.0.0.2,PortScan
8080,239400,225,0,17042,0,939.45,185.220.91.179,10.0.0.1,DDoS
80,1645974,3,33,588,44027,21.86,192.168.1.102,10.0.0.9,BENIGN
53,960528,3,9,814,7572,12.48,192.168.1.193,10.0.0.3,BENIGN
8080,122143,8,34,1295,4506,341.07,192.168.1.67,10.0.0.9,BENIGN
53,292875,13,10,5088,11062,78.26,192.168.1.238,10.0.0.7,BENIGN
443,409649,2268,0,171868,0,5535.09,185.220.165.120,10.0.0.1,DDoS
443,1157600,30,35,6214,33557,56.1,192.168.1.211,10.0.0.4,BENIGN
80,920396,19,11,4867,2213,32.56,192.168.1.124,10.0.0.1,BENIGN
22,2599937,10,32,1256,27055,16.15,192.168.1.140,10.0.0.2,BENIGN
8080,3058132,25,9,9133,5024,11.11,192.168.1.10,10.0.0.9,BENIGN
443,903099,16,6,6891,7860,24.33,192.168.1.158,10.0.0.3,BENIGN
80,1456847,10,17,2212,4752,18.52,192.168.1.223,10.0.0.2,BENIGN
554,3353371,11,19,2070,9950,8.94,192.168.1.54,10.0.0.5,BENIGN
8528,937,2,0,48,0,1927.13,194.26.29.130,10.0.0.2,PortScan
53,252793,32,32,14979,32114,252.17,192.168.1.86,10.0.0.1,BENIGN
554,2830329,20,18,9238,6201,13.42,192.168.1.34,10.0.0.6,BENIGN
443,5528784,30,13,3534,14134,7.78,192.168.1.143,10.0.0.8,BENIGN
53,25730,34,14,7006,18552,1795.67,192.168.1.11,10.0.0.8,BENIGN
8080,266179,21,10,4088,2262,116.03,192.168.1.45,10.0.0.8,BENIGN
554,1390930,17,37,3368,24994,38.8,192.168.1.158,10.0.0.4,BENIGN
22,1822219,24,17,8162,9778,22.49,192.168.1.92,10.0.0.8,BENIGN
554,2478838,18,30,6986,5592,19.36,192.168.1.121,10.0.0.2,BENIGN
80,1281558,33,21,2510,17469,42.1,192.168.1.127,10.0.0.9,BENIGN
80,28872112,43,3,3179,112,1.49,45.154.255.218,10.0.0.1,DoS Hulk
62281,3432,1,0,49,0,566.24,194.26.29.24,10.0.0.2,PortScan
22,176666,23,8,5064,3763,174.48,192.168.1.178,10.0.0.4,BENIGN
8080,387197,25,18,10360,19429,110.77,192.168.1.35,10.0.0.8,BENIGN
22,1007126,11,16,2646,2315,26.78,192.168.1.171,10.0.0.7,BENIGN
80,1450892,12,4,5014,2201,11.02,192.168.1.93,10.0.0.7,BENIGN
80,660703,28,8,8232,5196,54.41,192.168.1.90,10.0.0.8,BENIGN
443,560795,28,12,4089,6946,71.2,192.168.1.235,10.0.0.6,BENIGN
80,6248721,34,14,15382,8286,7.68,192.168.1.170,10.0.0.1,BENIGN
443,247832,33,12,12329,12375,180.84,192.168.1.122,10.0.0.2,BENIGN
80,18043169,76,3,5055,122,4.21,45.154.255.139,10.0.0.1,DoS Hulk
443,637134,24,3,9986,3164,42.31,192.168.1.133,10.0.0.4,BENIGN
443,3566923,21,10,7662,10681,8.69,192.168.1.223,10.0.0.6,BENIGN
80,28034362,72,3,6612,141,2.57,45.154.255.7,10.0.0.1,DoS Hulk
8080,199409,2239,0,175636,0,11222.55,185.220.73.21,10.0.0.1,DDoS
8080,127009,2129,0,163588,0,16749.38,185.220.26.199,10.0.0.1,DDoS
80,1445117,6,20,479,20693,17.98,192.168.1.221,10.0.0.6,BENIGN
53,4332088,12,30,5878,25540,9.69,192.168.1.25,10.0.0.3,BENIGN
554,71230,34,20,10172,3142,747.61,192.168.1.185,10.0.0.3,BENIGN
23910,218,1,0,41,0,6281.5,194.26.29.91,10.0.0.2,PortScan
29098,2326,2,0,43,0,824.28,194.26.29.77,10.0.0.2,PortScan
8080,452808,17,14,6839,16916,68.31,192.168.1.64,10.0.0.3,BENIGN
22,3831353,28,9,8333,3004,9.65,192.168.1.124,10.0.0.4,BENIGN
443,168944,13,13,5346,7919,152.99,192.168.1.55,10.0.0.4,BENIGN
50882,4350,2,0,47,0,449.39,194.26.29.252,10.0.0.2,PortScan
80,607934,16,6,5220,3317,36.13,192.168.1.134,10.0.0.7,BENIGN
53,750052,14,29,1156,17267,57.25,192.168.1.51,10.0.0.6,BENIGN
554,1079186,26,34,9705,46864,55.55,192.168.1.157,10.0.0.2,BENIGN
